wavenumber,mean_absorbance,sd_absorbance,cv_percent
2866.28448,0.02529,2.1369760566432782e-4,0.8449885554145031
2864.35432,0.025259999999999998,2.1369760566432847e-4,0.8459921047677296
2862.42417,0.0252025,2.1639085008382365e-4,0.8586086701074246
2860.49401,0.025142499999999998,2.1187653637594372e-4,0.8427027398864223
2858.56385,0.025035,2.1063396370639425e-4,0.8413579536904104
2856.63369,0.024915,2.1486429825977793e-4,0.862389316715946
2854.70353,0.024755000000000003,2.1268129521265737e-4,0.8591447998895468
2852.77338,0.024565,2.0141168453361054e-4,0.8199132283069837
2850.84322,0.024354999999999998,2.014116845336108e-4,0.826982896873787
2848.91306,0.0241025,2.0336748347101459e-4,0.8437609520631245
2846.9829,0.0238325,2.033674834710153e-4,0.8533199768006516
2845.05274,0.023549999999999998,2.0248456731316577e-4,0.8598070798860543
2843.12259,0.0232525,1.939716474127088e-4,0.8341969569410119
2841.19243,0.022949999999999998,1.9113694915775202e-4,0.832840737070815
2839.26227,0.022649999999999997,1.9578900207451266e-4,0.8644106051854864
2837.33211,0.0223575,0.00018839232114570504,0.842635899119781
2835.40195,0.022082499999999998,1.828250529878219e-4,0.8279182745967256
2833.4718,0.021825,1.8556220879622332e-4,0.8502277608074379
2831.54164,0.021580000000000002,1.9131126469708925e-4,0.8865211524424895
2829.61148,0.021357499999999998,1.8643586922406763e-4,0.8729292717971094
2827.68132,0.021157500000000003,1.9120233610846153e-4,0.9037094936001961
2825.75117,0.02098,1.8920887928424446e-4,0.9018535714215656
2823.82101,0.020825,1.8193405398660227e-4,0.8736329123006111
2821.89085,0.0206875,1.7519037264263887e-4,0.8468416804478011
2819.96069,0.0205725,1.7632829230349405e-4,0.8571067799416408
2818.03053,0.0204625,1.8117670931993413e-4,0.8854084756013885
2816.10038,0.0203625,1.8117670931993416e-4,0.8897567062980193
2814.17022,0.02027,1.781385228784984e-4,0.8788284305796664
2812.24006,0.020194999999999998,1.725301905947672e-4,0.8543213201028335
2810.3099,0.020135,1.725301905947672e-4,0.8568671000485085
2808.37974,0.020059999999999998,1.7185265006200334e-4,0.8566931707976239
2806.44959,0.019987500000000002,1.6879474715365538e-4,0.8445015492365495
2804.51943,0.0199075,1.707581135212425e-4,0.8577576969546276
2802.58927,0.019835,1.72336879396141e-4,0.8688524295242803
2800.65911,0.01975,1.7146428199482262e-4,0.8681735797206208
1798.90716,0.007560000000000001,6.218252702059194e-5,0.8225201986850785
1796.977,0.007205,6.757711644237748e-5,0.9379197285548575
1795.04685,0.006865,6.557438524301992e-5,0.9551986197089574
1793.11669,0.00656,5.715476066494072e-5,0.8712615955021451
1791.18653,0.006345,5.9721576223896546e-5,0.9412383959636965
1789.25637,0.0061975,5.315072906367331e-5,0.8576156363642324
1787.32622,0.0060925,5.3774219349671995e-5,0.8826297800520639
1785.39606,0.0060225,5.1234753829798284e-5,0.8507223549987262
1783.4659,0.005962500000000001,4.9916597106239535e-5,0.8371756328090487
1781.53574,0.0059,5.887840577551914e-5,0.9979390809410024
1779.60558,0.005827500000000001,6.652067347825039e-5,1.1414958983826748
1777.67543,0.0057599999999999995,6.055300708194966e-5,1.051267484061626
1775.74527,0.00568,5.944184833375694e-5,1.0465114143267067
1773.81511,0.005615,6.454972243679032e-5,1.1495943443773875
1771.88495,0.0055674999999999995,5.500000000000005e-5,0.9878760664571181
1769.95479,0.005535,5.507570547286116e-5,0.9950443626533182
1768.02464,0.00549,5.7154760664940875e-5,1.041070321765772
1766.09448,0.0053775,5.057996968497849e-5,0.940585210320381
1764.16432,0.0051525,5.5602757725374226e-5,1.079141343529825
1762.23416,0.004855,5.1961524227066426e-5,1.070268264203222
1760.304,0.004507499999999999,3.5000000000000044e-5,0.7764836383804781
1758.37385,0.0041525,3.774917217635369e-5,0.9090709735425331
1756.44369,0.0038,4.3204937989385845e-5,1.136972052352259
1754.51353,0.0034449999999999997,4.041451884327391e-5,1.173135525203887
1752.58337,0.0030749999999999996,3.41565025531986e-5,1.110780570835727
1750.65322,0.0027225,2.8722813232690028e-5,1.0550160967011948
1748.72306,0.00244,2.708012801545327e-5,1.1098413121087407
1746.7929,0.002265,3.3166247903553934e-5,1.4642935056756703
1744.86274,0.0021875,3.7749172176353646e-5,1.725676442347595
1742.93258,0.0022025,3.403429642777011e-5,1.5452574995582344
1741.00243,0.0023150000000000002,3.415650255319875e-5,1.4754428748681965
1739.07227,0.0025025,3.5939764421413134e-5,1.4361544224340914
1737.14211,0.0027375000000000003,4.11298755975101e-5,1.5024612090414646
1735.21195,0.0030025,4.645786621588779e-5,1.5473061187639563
1733.28179,0.003295,3.872983346207427e-5,1.175412244676002
1731.35164,0.0035900000000000003,4.163331998932259e-5,1.1597025066663673
1729.42148,0.0038950000000000005,4.203173404306173e-5,1.0791202578449737
1727.49132,0.004165,4.4347115652166725e-5,1.0647566783233307
1725.56116,0.0043525,3.862210075418843e-5,0.8873544113541283
1723.631,0.004432499999999999,4.0311288741492685e-5,0.9094481385559549
1721.70085,0.004335,4.4347115652166725e-5,1.0230015144675138
1719.77069,0.004095,4.434711565216702e-5,1.082957647183566
1717.84053,0.0037375,4.2720018726587546e-5,1.1430105344906367
1715.91037,0.00336,3.366501646120684e-5,1.001935013726394
1713.98022,0.0030225,3.403429642777011e-5,1.1260313127467365
1712.05006,0.0026825,3.403429642777011e-5,1.2687528957230239
1710.1199,0.00231,3.1622776601683877e-05,1.368951368038263
1708.18974,0.0018825,2.9860788111948195e-5,1.586230444193795
1706.25958,0.00146,2.1602468994692858e-5,1.4796211640200587
1704.32943,0.00109,2.943920288775947e-5,2.700844301629309
1702.39927,8.075000000000001e-4,3.09569593683445e-5,3.8336791787423525
1700.46911,6.55e-4,2.081665999466134e-5,3.1781160297192885
1698.5389500000001,6.775e-4,1.707825127659933e-5,2.5207750961770223
1696.60879,9.224999999999999e-4,2.629955639676585e-5,2.8509004224136425
1694.67864,0.0014025,2.5000000000000066e-5,1.7825311942959048
1692.74848,0.0020550000000000004,3.7859388972001714e-5,1.842306032700813
1690.81832,0.0028599999999999997,4.690415759823423e-5,1.6400055104277704
1688.88816,0.0037849999999999997,3.872983346207427e-5,1.0232452698038117
1686.958,0.004805,4.434711565216656e-5,0.9229368502011772
1685.02785,0.005915,5.507570547286116e-5,0.9311192810289293
1683.09769,0.0070725,6.601767440112787e-5,0.9334418437769936
1681.16753,0.008285,7.000000000000009e-5,0.8449004224502122
1679.23737,0.0095225,7.932002689527166e-5,0.8329748164376127
1677.30721,0.0107025,8.995369179009107e-5,0.8404923316056162
1675.37706,0.0118075,1.1026483271348663e-4,0.9338541834722559
1673.4469,0.01285,1.0862780491200219e-4,0.8453525674085773
1671.51674,0.0138425,1.0719919153924012e-4,0.7744207443687203
1669.58658,0.0147925,1.1757976016304906e-4,0.7948606399394901
1667.65643,0.015645,1.1958260743101294e-4,0.7643503191499709
1665.7262700000001,0.01635,1.2832251036613547e-4,0.7848471582026634
1663.79611,0.0168925,1.3375973484822104e-4,0.7918291244529881
1661.86595,0.01729,1.373559851869108e-4,0.7944244371712598
1659.93579,0.017577500000000003,1.3913422775626777e-4,0.7915473062509899
1658.00564,0.0177825,1.3720422734012316e-4,0.7715688308175068
1656.07548,0.017912499999999998,1.431491064123925e-4,0.7991576073266854
1654.14532,0.0180325,1.4314910641239365e-4,0.7938394920970118
1652.21516,0.018215000000000002,1.410673597966594e-4,0.7744570946838286
1650.285,0.0184975,1.4499999999999924e-4,0.7838897148263237
1648.35485,0.01885,1.3928388277184065e-4,0.738906539903664
1646.42469,0.01924,1.5165750888103115e-4,0.78824069064985
1644.49453,0.0196625,1.5542951242712347e-4,0.7904870307800305
1642.56437,0.020095000000000002,1.6093476939431058e-4,0.8008697158214011
1640.63421,0.02048,1.555634918610399e-4,0.7595873626027339
1638.70406,0.020835,1.6093476939431058e-4,0.772425099084764
1636.7739,0.021185,1.666333299993327e-4,0.7865628038675134
1634.84374,0.02153,1.7720045146669261e-4,0.8230397188420464
1632.91358,0.0218625,1.80992633367586e-4,0.8278679628019942
1630.98343,0.0221125,1.8099263336758664e-4,0.8185082345622912
1629.05327,0.022262499999999998,1.7366154822911586e-4,0.7800631026574549
1627.12311,0.0223225,1.7366154822911453e-4,0.7779663936795365
1625.19295,0.022315,1.7019596548292927e-4,0.762697582267216
1623.26279,0.022252499999999998,1.6859715300087443e-4,0.7576548837248598
1621.33264,0.0221525,1.6859715300087308e-4,0.7610750615094146
1619.40248,0.022045000000000002,1.7748239349298756e-4,0.8050913744295194
1617.47232,0.021912499999999998,1.7538053863907908e-4,0.80036754655598
1615.54216,0.0218175,1.6997548842896868e-4,0.7790786681744869
1613.612,0.021752499999999998,1.6859715300087443e-4,0.7750702356091228
1611.68185,0.0217225,1.6132265804901652e-4,0.7426523560778756
1609.75169,0.021715,1.59269164205337e-4,0.733452287383546
1607.82153,0.0217375,1.6255768207008828e-4,0.7478214241292157
1605.89137,0.0217925,1.6800297616411392e-4,0.7709210791057196
1603.96121,0.021872500000000003,1.7366154822911453e-4,0.7939721030020094
1602.03106,0.0219675,1.6680827317612227e-4,0.7593411775401037
1600.1009,0.0220975,1.7056279391082605e-4,0.7718646630199165
1598.17074,0.022184999999999996,1.7253019059476775e-4,0.7776884858903214
1596.24058,0.022205000000000003,1.7019596548292927e-4,0.7664758634673688
